Rowid,Country,State lgd code,State,Year,Coal category,Coal supplying company name,Coal supplyling sector,Coal type,Coal supplied
294,India,20,Jharkhand,2020,COAL,IISCO/SAIL,OTHER PUBLIC,NON-COOKING,0
295,India,20,Jharkhand,2020,COAL,JSMDCL,OTHER PUBLIC,COOKING,0
296,India,20,Jharkhand,2020,COAL,JSMDCL,OTHER PUBLIC,NON-COOKING,0.068
297,India,20,Jharkhand,2020,COAL,NTPC,OTHER PUBLIC,COOKING,0
298,India,20,Jharkhand,2020,COAL,NTPC,OTHER PUBLIC,NON-COOKING,9.421
299,India,20,Jharkhand,2020,COAL,SAIL,OTHER PUBLIC,COOKING,0
300,India,20,Jharkhand,2020,COAL,SAIL,OTHER PUBLIC,NON-COOKING,0
301,India,20,Jharkhand,2020,COAL,TISCO/TSL,PRIVATE,COOKING,6.21
302,India,20,Jharkhand,2020,COAL,TISCO/TSL,PRIVATE,NON-COOKING,0
303,India,21,Odisha,2011,COAL,HIL,PRIVATE,NON-COOKING,2.285
304,India,21,Odisha,2011,COAL,MCL,CIL,NON-COOKING,100.28
305,India,21,Odisha,2012,COAL,HIL,PRIVATE,NON-COOKING,2.357
306,India,21,Odisha,2012,COAL,MCL,CIL,NON-COOKING,103.119
307,India,21,Odisha,2013,COAL,HIL,PRIVATE,NON-COOKING,2.237
308,India,21,Odisha,2013,COAL,MCL,CIL,NON-COOKING,107.895
309,India,21,Odisha,2014,COAL,HIL,PRIVATE,NON-COOKING,2.478
310,India,21,Odisha,2014,COAL,MCL,CIL,NON-COOKING,110.439
311,India,21,Odisha,2015,COAL,HIL,PRIVATE,NON-COOKING,2.248
312,India,21,Odisha,2015,COAL,MCL,CIL,NON-COOKING,121.379
313,India,21,Odisha,2016,COAL,GMR,PRIVATE,NON-COOKING,0.56
314,India,21,Odisha,2016,COAL,MCL,CIL,NON-COOKING,137.901
315,India,21,Odisha,2017,COAL,GMR,PRIVATE,NON-COOKING,0.15
316,India,21,Odisha,2017,COAL,MCL,CIL,NON-COOKING,139.21
317,India,21,Odisha,2018,COAL,GMR,PRIVATE,NON-COOKING,0.27
318,India,21,Odisha,2018,COAL,MCL,CIL,NON-COOKING,143.058
319,India,21,Odisha,2019,COAL,MCL,CIL,NON-COOKING,144.151
320,India,21,Odisha,2019,COAL,OCL,PRIVATE,NON-COOKING,0.161
321,India,21,Odisha,2020,COAL,GMR,PRIVATE,COOKING,0
322,India,21,Odisha,2020,COAL,GMR,PRIVATE,NON-COOKING,0
323,India,21,Odisha,2020,COAL,MCL,CIL,COOKING,0
324,India,21,Odisha,2020,COAL,MCL,CIL,NON-COOKING,140.358
325,India,21,Odisha,2020,COAL,NTPC,OTHER PUBLIC,COOKING,0
326,India,21,Odisha,2020,COAL,NTPC,OTHER PUBLIC,NON-COOKING,1.54
327,India,21,Odisha,2020,COAL,OCL,PRIVATE,COOKING,0
328,India,21,Odisha,2020,COAL,OCL,PRIVATE,NON-COOKING,0.115
329,India,21,Odisha,2020,COAL,OCPL,PRIVATE,COOKING,0
330,India,21,Odisha,2020,COAL,OCPL,PRIVATE,NON-COOKING,1.003
331,India,22,Chhattisgarh,2011,COAL,JNL,PRIVATE,NON-COOKING,0.406
332,India,22,Chhattisgarh,2011,COAL,JPL,PRIVATE,NON-COOKING,5.688
333,India,22,Chhattisgarh,2011,COAL,JSPL,PRIVATE,NON-COOKING,5.999
334,India,22,Chhattisgarh,2011,COAL,MIL/MIEL,PRIVATE,NON-COOKING,0.952
335,India,22,Chhattisgarh,2011,COAL,PIL,PRIVATE,NON-COOKING,1
336,India,22,Chhattisgarh,2011,COAL,SECL,CIL,COOKING,0.163
337,India,22,Chhattisgarh,2011,COAL,SECL,CIL,NON-COOKING,99.184
338,India,22,Chhattisgarh,2011,COAL,SEML,PRIVATE,NON-COOKING,0.432
339,India,22,Chhattisgarh,2012,COAL,JNL,PRIVATE,NON-COOKING,0.48
340,India,22,Chhattisgarh,2012,COAL,JPL,PRIVATE,NON-COOKING,5.25
341,India,22,Chhattisgarh,2012,COAL,JSPL,PRIVATE,NON-COOKING,5.998
342,India,22,Chhattisgarh,2012,COAL,MIL/MIEL,PRIVATE,NON-COOKING,0.851
343,India,22,Chhattisgarh,2012,COAL,PIL,PRIVATE,NON-COOKING,1
344,India,22,Chhattisgarh,2012,COAL,SECL,CIL,COOKING,0.189
345,India,22,Chhattisgarh,2012,COAL,SECL,CIL,NON-COOKING,99.416
346,India,22,Chhattisgarh,2012,COAL,SEML,PRIVATE,NON-COOKING,0.774
347,India,22,Chhattisgarh,2013,COAL,JNL,PRIVATE,NON-COOKING,0.48
348,India,22,Chhattisgarh,2013,COAL,JPL,PRIVATE,NON-COOKING,5.25
349,India,22,Chhattisgarh,2013,COAL,JSPL,PRIVATE,NON-COOKING,5.999
350,India,22,Chhattisgarh,2013,COAL,MIL/MIEL,PRIVATE,NON-COOKING,0.795
351,India,22,Chhattisgarh,2013,COAL,PIL,PRIVATE,NON-COOKING,1
352,India,22,Chhattisgarh,2013,COAL,RRVUNL,OTHER PUBLIC,NON-COOKING,0.293
353,India,22,Chhattisgarh,2013,COAL,SECL,CIL,COOKING,0.157
354,India,22,Chhattisgarh,2013,COAL,SECL,CIL,NON-COOKING,102.88
355,India,22,Chhattisgarh,2013,COAL,SEML,PRIVATE,NON-COOKING,0.976
356,India,22,Chhattisgarh,2014,COAL,JNL,PRIVATE,NON-COOKING,0.446
357,India,22,Chhattisgarh,2014,COAL,JPL,PRIVATE,NON-COOKING,6.226
358,India,22,Chhattisgarh,2014,COAL,JSPL,PRIVATE,NON-COOKING,5.999
359,India,22,Chhattisgarh,2014,COAL,MIL/MIEL,PRIVATE,NON-COOKING,0.919
360,India,22,Chhattisgarh,2014,COAL,PIL,PRIVATE,NON-COOKING,1
361,India,22,Chhattisgarh,2014,COAL,RRVUNL,OTHER PUBLIC,NON-COOKING,1.197
362,India,22,Chhattisgarh,2014,COAL,SECL,CIL,COOKING,0.125
363,India,22,Chhattisgarh,2014,COAL,SECL,CIL,NON-COOKING,110.018
364,India,22,Chhattisgarh,2014,COAL,SEML,PRIVATE,NON-COOKING,1.165
365,India,22,Chhattisgarh,2015,COAL,JNL,PRIVATE,NON-COOKING,0.703
366,India,22,Chhattisgarh,2015,COAL,JPL,PRIVATE,NON-COOKING,6.248
367,India,22,Chhattisgarh,2015,COAL,JSPL,PRIVATE,NON-COOKING,5.989
368,India,22,Chhattisgarh,2015,COAL,MIL/MIEL,PRIVATE,NON-COOKING,1
369,India,22,Chhattisgarh,2015,COAL,PIL,PRIVATE,NON-COOKING,1
370,India,22,Chhattisgarh,2015,COAL,RRVUNL,OTHER PUBLIC,NON-COOKING,3.443
371,India,22,Chhattisgarh,2015,COAL,SECL,CIL,COOKING,0.126
372,India,22,Chhattisgarh,2015,COAL,SECL,CIL,NON-COOKING,115.066
373,India,22,Chhattisgarh,2015,COAL,SEML,PRIVATE,NON-COOKING,1.189
374,India,22,Chhattisgarh,2016,COAL,BALCO,PRIVATE,NON-COOKING,0.12
375,India,22,Chhattisgarh,2016,COAL,HIL,PRIVATE,NON-COOKING,0.069
376,India,22,Chhattisgarh,2016,COAL,RRVUNL,OTHER PUBLIC,NON-COOKING,6.21
377,India,22,Chhattisgarh,2016,COAL,SECL,CIL,COOKING,0.135
378,India,22,Chhattisgarh,2016,COAL,SECL,CIL,NON-COOKING,124.071
379,India,22,Chhattisgarh,2017,COAL,BALCO,PRIVATE,NON-COOKING,0.18
380,India,22,Chhattisgarh,2017,COAL,HIL,PRIVATE,NON-COOKING,2
381,India,22,Chhattisgarh,2017,COAL,RRVUNL,OTHER PUBLIC,NON-COOKING,8.27
382,India,22,Chhattisgarh,2017,COAL,SECL,CIL,COOKING,0.11
383,India,22,Chhattisgarh,2017,COAL,SECL,CIL,NON-COOKING,127.96
384,India,22,Chhattisgarh,2018,COAL,HIL,PRIVATE,NON-COOKING,1.614
385,India,22,Chhattisgarh,2018,COAL,RRVUNL,OTHER PUBLIC,NON-COOKING,8.329
386,India,22,Chhattisgarh,2018,COAL,SECL,CIL,COOKING,0.182
387,India,22,Chhattisgarh,2018,COAL,SECL,CIL,NON-COOKING,132.421
388,India,22,Chhattisgarh,2019,COAL,AMBUJA,PRIVATE,NON-COOKING,0.1
389,India,22,Chhattisgarh,2019,COAL,BALCO,PRIVATE,NON-COOKING,0.667
390,India,22,Chhattisgarh,2019,COAL,HIL,PRIVATE,NON-COOKING,1.375
391,India,22,Chhattisgarh,2019,COAL,RRVUNL,OTHER PUBLIC,NON-COOKING,15
392,India,22,Chhattisgarh,2019,COAL,SECL,CIL,COOKING,0.247
393,India,22,Chhattisgarh,2019,COAL,SECL,CIL,NON-COOKING,144.504
394,India,22,Chhattisgarh,2020,COAL,AMBUJA,PRIVATE,COOKING,0
395,India,22,Chhattisgarh,2020,COAL,AMBUJA,PRIVATE,NON-COOKING,0.4
396,India,22,Chhattisgarh,2020,COAL,BALCO,PRIVATE,COOKING,0
397,India,22,Chhattisgarh,2020,COAL,BALCO,PRIVATE,NON-COOKING,1
398,India,22,Chhattisgarh,2020,COAL,CSPGCL,OTHER PUBLIC,COOKING,0
399,India,22,Chhattisgarh,2020,COAL,CSPGCL,OTHER PUBLIC,NON-COOKING,0.509
400,India,22,Chhattisgarh,2020,COAL,HIL,PRIVATE,COOKING,0
401,India,22,Chhattisgarh,2020,COAL,HIL,PRIVATE,NON-COOKING,0.674
402,India,22,Chhattisgarh,2020,COAL,NTPC,OTHER PUBLIC,COOKING,0
403,India,22,Chhattisgarh,2020,COAL,NTPC,OTHER PUBLIC,NON-COOKING,0.19
404,India,22,Chhattisgarh,2020,COAL,RRVUNL,OTHER PUBLIC,COOKING,0
405,India,22,Chhattisgarh,2020,COAL,RRVUNL,OTHER PUBLIC,NON-COOKING,15
406,India,22,Chhattisgarh,2020,COAL,SECL,CIL,COOKING,0.25
407,India,22,Chhattisgarh,2020,COAL,SECL,CIL,NON-COOKING,139.721
408,India,23,Madhya Pradesh,2011,COAL,BLA,PRIVATE,NON-COOKING,0.297
409,India,23,Madhya Pradesh,2011,COAL,NCL,CIL,NON-COOKING,50.727
410,India,23,Madhya Pradesh,2011,COAL,SECL,CIL,NON-COOKING,13.358
411,India,23,Madhya Pradesh,2011,COAL,WCL,CIL,COOKING,0.403
412,India,23,Madhya Pradesh,2011,COAL,WCL,CIL,NON-COOKING,6.319
413,India,23,Madhya Pradesh,2012,COAL,BLA,PRIVATE,NON-COOKING,0.299
414,India,23,Madhya Pradesh,2012,COAL,NCL,CIL,NON-COOKING,50.223
415,India,23,Madhya Pradesh,2012,COAL,SECL,CIL,NON-COOKING,14.232
416,India,23,Madhya Pradesh,2012,COAL,WCL,CIL,COOKING,0.319
417,India,23,Madhya Pradesh,2012,COAL,WCL,CIL,NON-COOKING,6.05
418,India,23,Madhya Pradesh,2013,COAL,BLA,PRIVATE,NON-COOKING,0.3
419,India,23,Madhya Pradesh,2013,COAL,NCL,CIL,NON-COOKING,53.931
420,India,23,Madhya Pradesh,2013,COAL,SECL,CIL,NON-COOKING,15.182
421,India,23,Madhya Pradesh,2013,COAL,SPL,PRIVATE,NON-COOKING,0.225
422,India,23,Madhya Pradesh,2013,COAL,WCL,CIL,COOKING,0.33
423,India,23,Madhya Pradesh,2013,COAL,WCL,CIL,NON-COOKING,5.98
424,India,23,Madhya Pradesh,2014,COAL,BLA,PRIVATE,NON-COOKING,0.3
425,India,23,Madhya Pradesh,2014,COAL,MPSMCL,OTHER PUBLIC,NON-COOKING,0.005
426,India,23,Madhya Pradesh,2014,COAL,NCL,CIL,NON-COOKING,53.918
427,India,23,Madhya Pradesh,2014,COAL,SECL,CIL,NON-COOKING,14.118
428,India,23,Madhya Pradesh,2014,COAL,SPL,PRIVATE,NON-COOKING,1.695
429,India,23,Madhya Pradesh,2014,COAL,WCL,CIL,COOKING,0.249
430,India,23,Madhya Pradesh,2014,COAL,WCL,CIL,NON-COOKING,5.305
431,India,23,Madhya Pradesh,2015,COAL,BLA,PRIVATE,NON-COOKING,0.3
432,India,23,Madhya Pradesh,2015,COAL,MPSMCL,OTHER PUBLIC,NON-COOKING,1.5
433,India,23,Madhya Pradesh,2015,COAL,NCL,CIL,NON-COOKING,57.527
434,India,23,Madhya Pradesh,2015,COAL,SECL,CIL,NON-COOKING,13.083
435,India,23,Madhya Pradesh,2015,COAL,SPL,PRIVATE,NON-COOKING,9.406
436,India,23,Madhya Pradesh,2015,COAL,WCL,CIL,COOKING,0.31
437,India,23,Madhya Pradesh,2015,COAL,WCL,CIL,NON-COOKING,5.483
438,India,23,Madhya Pradesh,2016,COAL,JPVL,PRIVATE,NON-COOKING,2.8
439,India,23,Madhya Pradesh,2016,COAL,NCL,CIL,NON-COOKING,67.535
440,India,23,Madhya Pradesh,2016,COAL,SECL,CIL,NON-COOKING,13.728
441,India,23,Madhya Pradesh,2016,COAL,SPL,PRIVATE,NON-COOKING,17.022
442,India,23,Madhya Pradesh,2016,COAL,WCL,CIL,COOKING,0.209
443,India,23,Madhya Pradesh,2016,COAL,WCL,CIL,NON-COOKING,6.42
444,India,23,Madhya Pradesh,2017,COAL,JPVL,PRIVATE,NON-COOKING,2.8
445,India,23,Madhya Pradesh,2017,COAL,NCL,CIL,NON-COOKING,68.04
446,India,23,Madhya Pradesh,2017,COAL,RCCPL,PRIVATE,NON-COOKING,0.03
447,India,23,Madhya Pradesh,2017,COAL,SECL,CIL,NON-COOKING,11.93
448,India,23,Madhya Pradesh,2017,COAL,SPL,PRIVATE,NON-COOKING,17
449,India,23,Madhya Pradesh,2017,COAL,WCL,CIL,COOKING,0.13
450,India,23,Madhya Pradesh,2017,COAL,WCL,CIL,NON-COOKING,5.1
451,India,23,Madhya Pradesh,2018,COAL,JPVL,PRIVATE,NON-COOKING,2.8
452,India,23,Madhya Pradesh,2018,COAL,NCL,CIL,NON-COOKING,74.709
453,India,23,Madhya Pradesh,2018,COAL,RCCPL,PRIVATE,NON-COOKING,0.063
454,India,23,Madhya Pradesh,2018,COAL,SECL,CIL,NON-COOKING,12.106
455,India,23,Madhya Pradesh,2018,COAL,SPL,PRIVATE,NON-COOKING,18.003
456,India,23,Madhya Pradesh,2018,COAL,WCL,CIL,COOKING,0.18
457,India,23,Madhya Pradesh,2018,COAL,WCL,CIL,NON-COOKING,4.266
458,India,23,Madhya Pradesh,2019,COAL,JPVL,PRIVATE,NON-COOKING,2.8
459,India,23,Madhya Pradesh,2019,COAL,NCL,CIL,NON-COOKING,81.228
460,India,23,Madhya Pradesh,2019,COAL,RCCPL,PRIVATE,NON-COOKING,0.103
461,India,23,Madhya Pradesh,2019,COAL,SECL,CIL,NON-COOKING,12.598
462,India,23,Madhya Pradesh,2019,COAL,SPL,PRIVATE,NON-COOKING,18
463,India,23,Madhya Pradesh,2019,COAL,WCL,CIL,COOKING,0.188
464,India,23,Madhya Pradesh,2019,COAL,WCL,CIL,NON-COOKING,3.744
465,India,23,Madhya Pradesh,2020,COAL,JPVL,PRIVATE,COOKING,0
466,India,23,Madhya Pradesh,2020,COAL,JPVL,PRIVATE,NON-COOKING,2.8
467,India,23,Madhya Pradesh,2020,COAL,NCL,CIL,COOKING,0
468,India,23,Madhya Pradesh,2020,COAL,NCL,CIL,NON-COOKING,90.023
469,India,23,Madhya Pradesh,2020,COAL,RCCPL,PRIVATE,COOKING,0
470,India,23,Madhya Pradesh,2020,COAL,RCCPL,PRIVATE,NON-COOKING,0.182
471,India,23,Madhya Pradesh,2020,COAL,SECL,CIL,COOKING,0
472,India,23,Madhya Pradesh,2020,COAL,SECL,CIL,NON-COOKING,10.575
473,India,23,Madhya Pradesh,2020,COAL,SPL,PRIVATE,COOKING,0
474,India,23,Madhya Pradesh,2020,COAL,SPL,PRIVATE,NON-COOKING,18.7
475,India,23,Madhya Pradesh,2020,COAL,WCL,CIL,COOKING,0.178
476,India,23,Madhya Pradesh,2020,COAL,WCL,CIL,NON-COOKING,3.268
477,India,24,Gujarat,2011,LIGNITE,GHCL,PRIVATE,LIGNITE,0.311
478,India,24,Gujarat,2011,LIGNITE,GIPCL,OTHER PUBLIC,LIGNITE,2.521
479,India,24,Gujarat,2011,LIGNITE,GMDCL,OTHER PUBLIC,LIGNITE,10.232
480,India,24,Gujarat,2012,LIGNITE,GHCL,PRIVATE,LIGNITE,0.389
481,India,24,Gujarat,2012,LIGNITE,GIPCL,OTHER PUBLIC,LIGNITE,2.716
482,India,24,Gujarat,2012,LIGNITE,GMDCL,OTHER PUBLIC,LIGNITE,11.343
483,India,24,Gujarat,2013,LIGNITE,GHCL,PRIVATE,LIGNITE,0.297
484,India,24,Gujarat,2013,LIGNITE,GIPCL,OTHER PUBLIC,LIGNITE,3.326
485,India,24,Gujarat,2013,LIGNITE,GMDCL,OTHER PUBLIC,LIGNITE,10.905
486,India,24,Gujarat,2014,LIGNITE,GHCL,PRIVATE,LIGNITE,0.19
487,India,24,Gujarat,2014,LIGNITE,GIPCL,OTHER PUBLIC,LIGNITE,3.006
488,India,24,Gujarat,2014,LIGNITE,GMDCL,OTHER PUBLIC,LIGNITE,8.398
489,India,24,Gujarat,2015,LIGNITE,GHCL,PRIVATE,LIGNITE,0.2
490,India,24,Gujarat,2015,LIGNITE,GIPCL,OTHER PUBLIC,LIGNITE,3.404
491,India,24,Gujarat,2015,LIGNITE,GMDCL,OTHER PUBLIC,LIGNITE,8.7
492,India,24,Gujarat,2016,LIGNITE,GHCL,PRIVATE,LIGNITE,0.092
493,India,24,Gujarat,2016,LIGNITE,GIPCL,OTHER PUBLIC,LIGNITE,3.063
494,India,24,Gujarat,2016,LIGNITE,GMDCL,OTHER PUBLIC,LIGNITE,6.969
495,India,24,Gujarat,2017,LIGNITE,GHCL,PRIVATE,LIGNITE,0.08
496,India,24,Gujarat,2017,LIGNITE,GIPCL,OTHER PUBLIC,LIGNITE,2.82
497,India,24,Gujarat,2017,LIGNITE,GMDCL,OTHER PUBLIC,LIGNITE,7.65
498,India,24,Gujarat,2018,LIGNITE,GHCL,PRIVATE,LIGNITE,0.057
499,India,24,Gujarat,2018,LIGNITE,GIPCL,OTHER PUBLIC,LIGNITE,3.123
500,India,24,Gujarat,2018,LIGNITE,GMDCL,OTHER PUBLIC,LIGNITE,10.601
501,India,24,Gujarat,2019,LIGNITE,GHCL,PRIVATE,LIGNITE,0.093
502,India,24,Gujarat,2019,LIGNITE,GIPCL,OTHER PUBLIC,LIGNITE,3.313
503,India,24,Gujarat,2019,LIGNITE,GMDCL,OTHER PUBLIC,LIGNITE,9.16
504,India,24,Gujarat,2020,LIGNITE,GHCL,PRIVATE,LIGNITE,0.083
505,India,24,Gujarat,2020,LIGNITE,GIPCL,OTHER PUBLIC,LIGNITE,3.342
506,India,24,Gujarat,2020,LIGNITE,GMDCL,OTHER PUBLIC,LIGNITE,6.957
507,India,27,Maharashtra,2011,COAL,BSIL,PRIVATE,NON-COOKING,0.015
508,India,27,Maharashtra,2011,COAL,KECML/KEMTA,PRIVATE,NON-COOKING,2.275
509,India,27,Maharashtra,2011,COAL,SIL,PRIVATE,NON-COOKING,0.114
510,India,27,Maharashtra,2011,COAL,WCL,CIL,NON-COOKING,36.932
511,India,27,Maharashtra,2012,COAL,BSIL,PRIVATE,NON-COOKING,0.003
512,India,27,Maharashtra,2012,COAL,KECML/KEMTA,PRIVATE,NON-COOKING,2.189
513,India,27,Maharashtra,2012,COAL,SIL,PRIVATE,NON-COOKING,0.16
514,India,27,Maharashtra,2012,COAL,TUML,PRIVATE,NON-COOKING,0.066
515,India,27,Maharashtra,2012,COAL,WCL,CIL,NON-COOKING,36.741
516,India,27,Maharashtra,2013,COAL,BSIL,PRIVATE,NON-COOKING,0.062
517,India,27,Maharashtra,2013,COAL,KECML/KEMTA,PRIVATE,NON-COOKING,2.506
518,India,27,Maharashtra,2013,COAL,SIL,PRIVATE,NON-COOKING,0.248
519,India,27,Maharashtra,2013,COAL,TUML,PRIVATE,NON-COOKING,0.341
520,India,27,Maharashtra,2013,COAL,WCL,CIL,NON-COOKING,35.977
521,India,27,Maharashtra,2014,COAL,BSIL,PRIVATE,NON-COOKING,0.081
522,India,27,Maharashtra,2014,COAL,KECML/KEMTA,PRIVATE,NON-COOKING,2.502
523,India,27,Maharashtra,2014,COAL,SIL,PRIVATE,NON-COOKING,0.148
524,India,27,Maharashtra,2014,COAL,TUML,PRIVATE,NON-COOKING,0.317
525,India,27,Maharashtra,2014,COAL,WCL,CIL,NON-COOKING,34.175
526,India,27,Maharashtra,2015,COAL,BSIL,PRIVATE,NON-COOKING,0.031
527,India,27,Maharashtra,2015,COAL,KECML/KEMTA,PRIVATE,NON-COOKING,2.478
528,India,27,Maharashtra,2015,COAL,SIL,PRIVATE,NON-COOKING,0.196
529,India,27,Maharashtra,2015,COAL,TUML,PRIVATE,NON-COOKING,0.198
530,India,27,Maharashtra,2015,COAL,WCL,CIL,NON-COOKING,35.354
531,India,27,Maharashtra,2016,COAL,SIL,PRIVATE,NON-COOKING,0.165
532,India,27,Maharashtra,2016,COAL,WCL,CIL,NON-COOKING,38.186
533,India,27,Maharashtra,2017,COAL,SIL,PRIVATE,NON-COOKING,0.15
534,India,27,Maharashtra,2017,COAL,WCL,CIL,NON-COOKING,40.41
535,India,27,Maharashtra,2018,COAL,SIL,PRIVATE,NON-COOKING,0.27
536,India,27,Maharashtra,2018,COAL,TUML,PRIVATE,NON-COOKING,0.175
537,India,27,Maharashtra,2018,COAL,WCL,CIL,NON-COOKING,41.774
538,India,27,Maharashtra,2019,COAL,SIL,PRIVATE,NON-COOKING,0.27
539,India,27,Maharashtra,2019,COAL,TUML,PRIVATE,NON-COOKING,0.3
540,India,27,Maharashtra,2019,COAL,WCL,CIL,NON-COOKING,49.248
541,India,27,Maharashtra,2020,COAL,SIL,PRIVATE,COOKING,0
542,India,27,Maharashtra,2020,COAL,SIL,PRIVATE,NON-COOKING,0.27
543,India,27,Maharashtra,2020,COAL,TUML,PRIVATE,COOKING,0
544,India,27,Maharashtra,2020,COAL,TUML,PRIVATE,NON-COOKING,0.286
545,India,27,Maharashtra,2020,COAL,WCL,CIL,COOKING,0
546,India,27,Maharashtra,2020,COAL,WCL,CIL,NON-COOKING,54.19
547,India,28,Andhra Pradesh,2011,COAL,SCCL,OTHER PUBLIC,NON-COOKING,30.08888684362641880212798
548,India,28,Andhra Pradesh,2012,COAL,SCCL,OTHER PUBLIC,NON-COOKING,30.60352737990335558174866
549,India,28,Andhra Pradesh,2013,COAL,SCCL,OTHER PUBLIC,NON-COOKING,31.1773691623807144738314
550,India,28,Andhra Pradesh,2014,COAL,SCCL,OTHER PUBLIC,NON-COOKING,29.58245242068419399849214
551,India,33,Tamil Nadu,2011,LIGNITE,NLC,OTHER PUBLIC,LIGNITE,23.144
552,India,33,Tamil Nadu,2012,LIGNITE,NLC,OTHER PUBLIC,LIGNITE,24.472
553,India,33,Tamil Nadu,2013,LIGNITE,NLC,OTHER PUBLIC,LIGNITE,26.223
554,India,33,Tamil Nadu,2014,LIGNITE,NLC,OTHER PUBLIC,LIGNITE,26.609
555,India,33,Tamil Nadu,2015,LIGNITE,NLC,OTHER PUBLIC,LIGNITE,26.543
556,India,33,Tamil Nadu,2016,LIGNITE,NLC,OTHER PUBLIC,LIGNITE,25.451
557,India,33,Tamil Nadu,2017,LIGNITE,NLC,OTHER PUBLIC,LIGNITE,26.2
558,India,33,Tamil Nadu,2018,LIGNITE,NLC,OTHER PUBLIC,LIGNITE,23.569
559,India,33,Tamil Nadu,2019,LIGNITE,NLC,OTHER PUBLIC,LIGNITE,23.041
560,India,33,Tamil Nadu,2020,LIGNITE,NLC,OTHER PUBLIC,LIGNITE,23.516
561,India,36,Telangana,2011,COAL,SCCL,OTHER PUBLIC,NON-COOKING,21.24411315637358119787202
562,India,36,Telangana,2012,COAL,SCCL,OTHER PUBLIC,NON-COOKING,21.60747262009664441825134
563,India,36,Telangana,2013,COAL,SCCL,OTHER PUBLIC,NON-COOKING,22.0126308376192855261686
564,India,36,Telangana,2014,COAL,SCCL,OTHER PUBLIC,NON-COOKING,20.88654757931580600150786
565,India,36,Telangana,2015,COAL,SCCL,OTHER PUBLIC,NON-COOKING,52.536
566,India,36,Telangana,2016,COAL,SCCL,OTHER PUBLIC,NON-COOKING,70.38
567,India,36,Telangana,2017,COAL,SCCL,OTHER PUBLIC,NON-COOKING,61.34
568,India,36,Telangana,2018,COAL,SCCL,OTHER PUBLIC,NON-COOKING,62.01
569,India,36,Telangana,2019,COAL,SCCL,OTHER PUBLIC,NON-COOKING,64.401
570,India,36,Telangana,2019,COAL,TSPGCL,PRIVATE,NON-COOKING,0.759
571,India,36,Telangana,2020,COAL,SCCL,OTHER PUBLIC,COOKING,0
572,India,36,Telangana,2020,COAL,SCCL,OTHER PUBLIC,NON-COOKING,64.044
573,India,36,Telangana,2020,COAL,TSPGCL,PRIVATE,COOKING,0
574,India,36,Telangana,2020,COAL,TSPGCL,PRIVATE,NON-COOKING,1.659
575,India,37,Ladakh,2011,COAL,JKML,OTHER PUBLIC,NON-COOKING,0.00052490052468236551512
576,India,37,Ladakh,2012,COAL,JKML,OTHER PUBLIC,NON-COOKING,0.0004374171039019712626
577,India,37,Ladakh,2013,COAL,JKML,OTHER PUBLIC,NON-COOKING,0.00041554624870687269947
578,India,37,Ladakh,2014,COAL,JKML,OTHER PUBLIC,NON-COOKING,0.00041554624870687269947
579,India,37,Ladakh,2015,COAL,JKML,OTHER PUBLIC,NON-COOKING,0.00028432111753628132069
580,India,37,Ladakh,2016,COAL,JKML,OTHER PUBLIC,NON-COOKING,0.00032806282792647844695
581,India,37,Ladakh,2017,COAL,JKML,OTHER PUBLIC,NON-COOKING,0.0002187085519509856313
582,India,37,Ladakh,2018,COAL,JKML,OTHER PUBLIC,NON-COOKING,0.00030619197273137988382
583,India,37,Ladakh,2019,COAL,JKML,OTHER PUBLIC,NON-COOKING,0.00028432111753628132069
584,India,37,Ladakh,2020,COAL,JKML,OTHER PUBLIC,COOKING,0.00000000000000000000
585,India,37,Ladakh,2020,COAL,JKML,OTHER PUBLIC,NON-COOKING,0.00030619197273137988382
